******************* Process command 1 *******************
UID        PID  PPID  C STIME TTY          TIME CMD
root      1316     1  0 Mar17 ?        00:06:04 irqbalance --pid=/var/run/irqbalance.pid
root      1336  5344  0 21:37 ?        00:00:00 sshd: close [priv]
root      1406  5344  0 21:39 ?        00:00:00 sshd: sosa [priv]
root      1783  5344  0 21:46 ?        00:00:00 sshd: pereira [priv]
root      2471  5344  0 22:02 ?        00:00:00 sshd: aroberts [priv]
root      2586  5344  0 22:04 ?        00:00:00 sshd: vnguyen [priv]
root      2823  5344  0 22:12 ?        00:00:00 sshd: masem [priv]
root      3050  5344  0 22:21 ?        00:00:00 sshd: aroberts [priv]
root      3208  5344  0 22:25 ?        00:00:00 sshd: gibson [priv]
root      3635  5344  0 22:39 ?        00:00:00 sshd: close [priv]
root      4067  5344  0 22:56 ?        00:00:00 sshd: hmclaugh [priv]
root      4091  5344  0 22:56 ?        00:00:00 sshd: hmclaugh [priv]
root      4141  5344  0 22:57 ?        00:00:00 sshd: hmclaugh [priv]
root      4339  5344  0 23:08 ?        00:00:00 sshd: kgeorge [priv]
root      4376  5344  0 23:09 ?        00:00:00 sshd: gibson [priv]
root      4537  5460 29 23:14 ?        00:08:58 smbd -D
root      4575  5344  0 23:16 ?        00:00:00 sshd: tmorehou [priv]
root      4577  5344  0 23:17 ?        00:00:00 sshd: milo [priv]
root      4647  5460 57 23:19 ?        00:14:47 smbd -D
root      4685  5344  0 23:22 ?        00:00:00 sshd: mcbride [priv]
root      4758  5344  0 23:28 ?        00:00:00 sshd: squires [priv]
root      4948     2  0 23:36 ?        00:00:00 [flush-0:28]
root      5090  5344  0 23:41 ?        00:00:00 sshd: tkelly [priv]
avahi     5136  5135  0 Mar17 ?        00:00:00 avahi-daemon: chroot helper
root      5149     2  0 23:43 ?        00:00:00 [flush-0:20]
root      5150  5344  0 23:43 ?        00:00:00 sshd: brock [priv]
root      5155     2  0 23:44 ?        00:00:00 [flush-0:27]
root      5159     1  0 Mar17 ?        00:00:00 cupsd -C /etc/cups/cupsd.conf
root      5184     2  0 Mar17 ?        00:02:45 [rpciod/0]
root      5185     2  0 Mar17 ?        00:02:49 [rpciod/1]
root      5186     2  0 Mar17 ?        00:02:40 [rpciod/2]
root      5187     2  0 Mar17 ?        00:01:26 [rpciod/3]
root      5189     2  0 Mar17 ?        00:00:00 [kslowd000]
root      5190     2  0 Mar17 ?        00:00:00 [kslowd001]
root      5191     2  0 Mar17 ?        00:03:06 [nfsiod]
root      5193     2  0 Mar17 ?        00:00:00 [lockd]
tkelly    5214  5195  0 23:44 pts/1    00:00:00 grep root
root      5226     1  0 Mar17 ?        00:00:00 /usr/sbin/acpid
root      5237  5236  0 Mar17 ?        00:00:00 hald-runner
root      5285  5237  0 Mar17 ?        00:00:00 hald-addon-input: Listening on /dev/input/event0 /dev/input/event1 /dev/input/event3
root      5287  5237  0 Mar17 ?        00:02:45 hald-addon-storage: polling /dev/sr0 (every 2 sec)
root      5319     1  0 Mar17 ?        00:00:00 pcscd
root      5329     1  0 Mar17 ?        00:00:00 /usr/sbin/mcelog --daemon
root      5344     1  0 Mar17 ?        00:00:10 /usr/sbin/sshd
root      5372     1  0 Mar17 ?        00:00:20 sendmail: accepting connections
root      5434     1  0 Mar17 ?        00:00:14 crond
root      5448     1  0 Mar17 ?        00:01:58 nmbd -D
root      5460     1  0 Mar17 ?        00:00:24 smbd -D
root      5475     1  0 Mar17 ?        00:00:00 /usr/sbin/atd
root      5494  5460  0 Mar17 ?        00:00:13 smbd -D
root      5498     1  0 Mar17 ?        01:30:09 python /usr/bin/denyhosts.py --daemon --config=/usr/share/denyhosts/denyhosts.cfg
root      5512     1  0 Mar17 tty2     00:00:00 /sbin/mingetty /dev/tty2
root      5514   419  0 Mar17 ?        00:00:00 /sbin/udevd -d
root      5515     1  0 Mar17 tty3     00:00:00 /sbin/mingetty /dev/tty3
root      5517     1  0 Mar17 tty4     00:00:00 /sbin/mingetty /dev/tty4
root      5519     1  0 Mar17 tty5     00:00:00 /sbin/mingetty /dev/tty5
root      5521     1  0 Mar17 tty6     00:00:00 /sbin/mingetty /dev/tty6
root      5527     1  0 Mar17 ?        00:00:00 /usr/sbin/console-kit-daemon --no-daemon
root      5649  5460 12 Mar17 ?        23:19:42 smbd -D
root      6586     1  0 Mar17 tty1     00:00:00 /sbin/mingetty /dev/tty1
root     11853  5344  0 Mar17 ?        00:00:00 sshd: bronson [priv]
root     12008 11973  0 Mar17 pts/10   00:00:00 su -
root     12009 12008  0 Mar17 pts/10   00:00:00 -bash
root     16818  5344  0 Mar20 ?        00:00:00 sshd: yuwang [priv]
root     18411  5460 15 13:33 ?        01:36:10 smbd -D
root     26335  5460  0 17:37 ?        00:00:55 smbd -D
root     26967  5344  0 18:02 ?        00:00:00 sshd: reeves [priv]
root     29919  5344  0 19:52 ?        00:00:00 sshd: chrabot [priv]
root     30125  5344  0 19:58 ?        00:00:00 sshd: chrabot [priv]
root     30221  5344  0 20:00 ?        00:00:00 sshd: chpowell [priv]
root     30858  5344  0 20:31 ?        00:00:00 sshd: dchance [priv]
root     32079  5344  0 21:01 ?        00:00:00 sshd: pell [priv]
root     32220  5344  0 21:06 ?        00:00:00 sshd: vnguyen [priv]
